"","employee_id","company_id","dept","seniority","salary","join_date","quit_date"
"11879",423202,2,"engineer",9,204000,"2014-02-18",NA
"11880",571824,2,"marketing",4,46000,"2011-09-06",NA
"11881",998413,1,"sales",17,172000,"2013-09-17",NA
"11882",962498,4,"marketing",14,116000,"2013-01-28","2014-01-17"
"11883",373641,9,"engineer",15,241000,"2013-01-22","2014-03-28"
"11884",996603,2,"customer_service",17,108000,"2011-07-25","2012-08-24"
"11885",378480,1,"customer_service",2,29000,"2015-02-17",NA
"11886",746320,2,"sales",6,145000,"2011-03-30","2012-04-09"
"11887",640715,5,"customer_service",2,28000,"2013-07-05",NA
"11888",403237,7,"engineer",10,161000,"2015-11-25",NA
"11889",887214,10,"engineer",19,194000,"2011-06-27",NA
"11890",86049,2,"data_science",18,314000,"2011-05-16","2015-01-09"
"11891",658836,1,"customer_service",9,77000,"2012-12-11","2014-01-03"
"11892",451139,10,"customer_service",19,89000,"2011-06-14","2014-02-21"
"11893",450210,4,"customer_service",28,106000,"2015-06-08",NA
"11894",605862,9,"customer_service",16,1e+05,"2013-08-26",NA
"11895",992809,7,"customer_service",29,104000,"2014-09-15",NA
"11896",700540,3,"customer_service",11,72000,"2013-03-04","2014-09-05"
"11897",34393,1,"marketing",10,117000,"2014-12-01",NA
"11898",95977,3,"sales",16,151000,"2011-04-20","2012-05-04"
"11899",35090,7,"design",13,104000,"2013-10-07","2014-10-24"
"11900",796524,5,"design",23,153000,"2014-06-16","2015-08-07"
"11901",782949,2,"design",16,178000,"2012-08-13","2014-08-01"
"11902",75389,1,"engineer",11,182000,"2015-10-12",NA
"11903",541246,4,"sales",13,125000,"2014-12-29",NA
"11904",959078,9,"customer_service",24,96000,"2011-05-31","2013-06-28"
"11905",57087,3,"engineer",9,157000,"2011-11-07","2014-01-17"
"11906",494420,2,"customer_service",4,30000,"2012-01-17","2012-12-07"
"11907",22168,7,"customer_service",7,71000,"2014-07-14",NA
"11908",8254,6,"design",21,169000,"2012-03-19","2015-02-27"
"11909",308355,3,"marketing",18,163000,"2014-12-01",NA
"11910",814946,3,"marketing",16,186000,"2011-01-31","2013-10-11"
"11911",942057,6,"engineer",25,241000,"2014-12-22",NA
"11912",617600,4,"customer_service",16,93000,"2013-10-16","2014-11-14"
"11913",591888,5,"engineer",17,244000,"2013-11-11",NA
"11914",211321,5,"customer_service",4,23000,"2011-08-03","2012-10-26"
"11915",160516,10,"marketing",3,49000,"2014-01-13",NA
"11916",263591,1,"sales",7,139000,"2014-01-13","2015-01-16"
"11917",245494,2,"marketing",29,219000,"2012-07-30",NA
"11918",882173,1,"marketing",16,169000,"2015-02-23",NA
"11919",173979,9,"data_science",8,159000,"2014-02-24",NA
"11920",421740,2,"design",17,218000,"2012-02-27","2013-03-01"
"11921",134616,1,"marketing",15,185000,"2014-03-13","2015-04-06"
"11922",841414,7,"engineer",5,156000,"2011-07-25","2015-01-16"
"11923",666204,1,"customer_service",15,129000,"2013-01-28","2015-04-17"
"11924",226754,10,"data_science",14,180000,"2014-10-20","2015-10-23"
"11925",20030,1,"customer_service",8,81000,"2014-12-01",NA
"11926",186372,2,"sales",24,180000,"2012-04-04","2013-01-25"
"11927",606611,5,"marketing",9,97000,"2014-08-18",NA
"11928",444461,4,"marketing",17,166000,"2013-09-03","2015-11-20"
"11929",864380,2,"sales",8,120000,"2015-04-20",NA
"11930",445180,5,"customer_service",7,62000,"2015-07-20",NA
"11931",656541,1,"customer_service",3,30000,"2014-04-14",NA
"11932",271755,7,"customer_service",2,21000,"2012-05-21",NA
"11933",827929,1,"data_science",22,302000,"2015-01-12",NA
"11934",855524,7,"engineer",14,175000,"2015-11-16",NA
"11935",312864,1,"engineer",19,358000,"2013-02-04",NA
"11936",142601,1,"engineer",1,62000,"2011-04-25","2012-06-01"
"11937",937872,3,"customer_service",29,113000,"2015-03-09",NA
"11938",933938,3,"data_science",14,128000,"2013-04-09","2014-04-21"
"11939",201269,6,"customer_service",3,22000,"2011-02-22","2015-10-16"
"11940",175447,1,"sales",19,202000,"2013-12-09","2014-10-03"
"11941",578677,6,"customer_service",21,95000,"2012-09-25",NA
"11942",99942,1,"data_science",19,330000,"2015-12-07",NA
"11943",275221,1,"data_science",24,332000,"2012-03-28",NA
"11944",599688,2,"marketing",18,197000,"2015-05-11",NA
"11945",101412,3,"engineer",6,144000,"2013-10-14","2014-10-24"
"11946",211010,1,"customer_service",20,117000,"2012-10-22",NA
"11947",400974,1,"customer_service",17,101000,"2013-01-22","2014-02-21"
"11948",722636,2,"data_science",17,264000,"2013-03-11","2015-03-13"
"11949",337482,2,"sales",2,45000,"2014-11-10",NA
"11950",414389,1,"customer_service",9,75000,"2013-04-29","2014-04-25"
"11951",791211,5,"marketing",2,35000,"2011-09-13",NA
"11952",748274,5,"sales",20,169000,"2014-04-14",NA
"11953",425588,2,"engineer",26,265000,"2014-02-13","2015-04-24"
"11954",471357,2,"engineer",13,179000,"2014-05-19",NA
"11955",42719,4,"sales",6,111000,"2013-12-16",NA
"11956",800400,2,"sales",19,171000,"2013-06-03","2014-03-21"
"11957",839811,5,"marketing",12,89000,"2013-11-25","2015-06-26"
"11958",64794,7,"data_science",3,62000,"2014-06-09",NA
"11959",833465,5,"data_science",25,258000,"2012-04-16",NA
"11960",589315,6,"engineer",22,274000,"2013-05-21","2015-03-20"
"11961",241273,5,"customer_service",2,24000,"2011-10-31","2013-11-29"
"11962",478024,1,"sales",17,239000,"2011-03-29","2013-05-10"
"11963",677450,10,"engineer",1,61000,"2015-02-02",NA
"11964",945600,3,"engineer",27,222000,"2011-04-11","2012-03-30"
"11965",571021,9,"customer_service",17,110000,"2013-08-05","2014-09-24"
"11966",375968,1,"sales",9,130000,"2011-02-07","2014-03-21"
"11967",328320,12,"design",11,82000,"2014-01-13",NA
"11968",522888,3,"customer_service",19,103000,"2013-05-13","2014-05-30"
"11969",555843,10,"customer_service",20,88000,"2014-07-14",NA
"11970",571240,1,"engineer",1,82000,"2013-06-24","2015-07-24"
"11971",976115,1,"design",7,116000,"2012-04-30","2015-05-08"
"11972",871601,1,"engineer",15,289000,"2015-02-10",NA
"11973",268092,2,"customer_service",16,115000,"2015-05-04",NA
"11974",537281,6,"sales",10,133000,"2014-05-19",NA
"11975",408312,7,"marketing",9,114000,"2011-09-12","2014-11-21"
"11976",830179,1,"data_science",17,308000,"2012-09-10","2013-08-30"
"11977",300148,4,"data_science",15,238000,"2014-10-13","2015-09-25"
"11978",595535,1,"engineer",13,198000,"2015-11-02",NA
"11979",835885,4,"design",2,44000,"2011-09-06","2014-10-17"
"11980",605005,1,"sales",7,112000,"2014-03-04","2015-01-16"
"11981",326579,2,"engineer",29,296000,"2012-11-26","2015-03-06"
"11982",993607,1,"customer_service",19,92000,"2012-06-18",NA
"11983",685623,6,"sales",7,93000,"2011-12-14","2015-01-23"
"11984",633172,2,"engineer",6,209000,"2012-07-30","2013-08-09"
"11985",150697,3,"data_science",16,253000,"2013-09-09",NA
"11986",946816,1,"customer_service",17,123000,"2014-10-06",NA
"11987",688403,2,"engineer",19,326000,"2015-07-23",NA
"11988",582115,2,"customer_service",24,123000,"2014-04-28","2015-04-02"
"11989",810937,1,"engineer",22,294000,"2012-11-12",NA
"11990",90470,1,"data_science",6,201000,"2012-06-04","2013-05-09"
"11991",24441,3,"marketing",18,156000,"2014-08-04","2015-08-07"
"11992",631183,4,"customer_service",11,63000,"2013-10-14","2014-08-15"
"11993",190987,10,"customer_service",13,62000,"2015-07-27",NA
"11994",665476,3,"design",14,123000,"2012-05-01",NA
"11995",737767,4,"marketing",15,171000,"2013-02-11","2014-02-21"
"11996",984638,6,"customer_service",18,115000,"2012-01-23","2014-12-19"
"11997",693931,8,"customer_service",5,53000,"2013-01-09","2013-10-25"
"11998",6801,4,"data_science",5,161000,"2013-09-16","2015-10-09"
"11999",577377,4,"marketing",4,42000,"2015-07-07",NA
"12000",773714,1,"design",28,217000,"2013-05-28","2014-06-06"
"12001",927533,1,"customer_service",1,32000,"2012-08-28","2014-07-11"
"12002",70973,8,"sales",3,34000,"2013-06-24","2014-04-25"
"12003",689592,1,"sales",27,198000,"2013-07-01","2014-07-07"
"12004",91381,5,"data_science",15,213000,"2013-08-20","2014-09-12"
"12005",678554,1,"customer_service",20,123000,"2015-09-14",NA
"12006",33636,6,"sales",5,113000,"2013-01-07","2013-11-22"
"12007",443268,1,"sales",2,54000,"2014-07-21","2015-06-05"
"12008",320913,1,"engineer",12,189000,"2012-11-26","2014-11-07"
"12009",921167,1,"customer_service",16,130000,"2011-04-25","2013-03-15"
"12010",554307,3,"design",19,143000,"2013-07-22","2014-08-15"
"12011",744994,5,"engineer",1,71000,"2015-06-01",NA
"12012",509759,1,"customer_service",5,61000,"2014-12-29",NA
"12013",787190,3,"sales",2,43000,"2012-04-23","2015-05-08"
"12014",889253,2,"engineer",29,318000,"2011-09-12",NA
"12015",819822,3,"engineer",6,151000,"2011-07-18","2012-07-06"
"12016",891730,3,"customer_service",29,1e+05,"2014-11-03","2015-10-09"
"12017",843381,1,"customer_service",7,68000,"2015-02-10",NA
"12018",93709,1,"sales",24,214000,"2015-06-01",NA
"12019",12226,1,"customer_service",9,80000,"2014-07-07",NA
"12020",193427,7,"design",10,111000,"2012-01-09","2014-01-03"
"12021",82418,3,"customer_service",1,22000,"2014-12-01",NA
"12022",542127,1,"design",9,97000,"2011-04-11","2012-03-16"
"12023",963328,1,"engineer",26,305000,"2013-10-21","2014-10-10"
"12024",249796,3,"customer_service",5,49000,"2012-11-14","2013-11-22"
"12025",418616,1,"design",9,107000,"2011-10-17","2013-01-04"
"12026",392676,8,"customer_service",10,70000,"2011-02-14","2013-09-26"
"12027",53213,2,"marketing",10,114000,"2011-04-18","2015-09-18"
"12028",907695,6,"marketing",4,42000,"2015-09-09",NA
"12029",129866,4,"marketing",11,117000,"2015-11-12",NA
"12030",126970,2,"customer_service",21,117000,"2014-08-06",NA
"12031",889285,5,"design",8,121000,"2014-04-07","2015-05-29"
"12032",103694,3,"customer_service",26,86000,"2015-06-15",NA
"12033",977577,4,"customer_service",14,73000,"2015-06-01",NA
"12034",879485,4,"data_science",23,204000,"2011-06-20","2013-05-10"
"12035",312654,5,"customer_service",6,72000,"2013-01-22","2013-12-27"
"12036",833806,1,"data_science",27,337000,"2014-01-06",NA
"12037",36760,10,"engineer",10,172000,"2012-12-10",NA
"12038",373675,3,"engineer",2,56000,"2015-07-20",NA
"12039",139643,10,"customer_service",14,65000,"2012-09-24",NA
"12040",201672,4,"customer_service",25,92000,"2012-06-18","2013-07-19"
"12041",437952,4,"engineer",23,230000,"2012-06-26","2015-02-20"
"12042",633422,2,"marketing",19,205000,"2012-04-23","2015-07-31"
"12043",341462,2,"sales",20,187000,"2011-08-15","2013-08-02"
"12044",759795,3,"data_science",1,66000,"2011-05-23","2015-04-24"
"12045",851463,1,"customer_service",2,32000,"2012-05-22","2014-12-12"
"12046",238405,3,"customer_service",18,75000,"2011-04-05","2012-07-06"
"12047",758878,2,"customer_service",12,73000,"2015-05-18",NA
"12048",210862,2,"design",22,201000,"2013-09-16",NA
"12049",537629,2,"engineer",1,75000,"2015-01-12",NA
"12050",37008,4,"customer_service",23,99000,"2014-10-06",NA
"12051",31099,6,"design",10,95000,"2011-11-21",NA
"12052",285340,1,"design",17,224000,"2014-05-22","2015-04-10"
"12053",231541,2,"customer_service",15,114000,"2015-07-27",NA
"12054",761324,4,"customer_service",6,65000,"2014-02-03","2015-02-20"
"12055",225133,6,"data_science",29,209000,"2011-11-07","2012-11-09"
"12056",775520,2,"customer_service",7,94000,"2014-03-17","2015-02-05"
"12057",205824,9,"design",18,182000,"2011-05-23","2012-08-03"
"12058",609819,10,"sales",15,138000,"2012-07-16","2013-08-30"
"12059",289582,2,"customer_service",1,30000,"2015-02-17",NA
"12060",170059,3,"engineer",22,271000,"2014-02-18","2015-02-06"
"12061",817318,1,"engineer",20,334000,"2013-06-27",NA
"12062",250514,2,"customer_service",8,78000,"2014-04-08",NA
"12063",377704,6,"customer_service",26,82000,"2013-03-25","2014-02-28"
"12064",200539,10,"customer_service",29,88000,"2011-03-28","2013-04-12"
"12065",921433,3,"data_science",25,280000,"2011-04-25","2012-05-11"
"12066",507800,1,"customer_service",10,73000,"2013-06-10","2014-04-04"
"12067",993755,5,"engineer",18,218000,"2014-08-18",NA
"12068",773521,10,"marketing",8,103000,"2014-07-14","2015-07-24"
"12069",337658,3,"customer_service",22,103000,"2015-05-11",NA
"12070",697463,3,"customer_service",9,70000,"2015-07-06",NA
"12071",273089,1,"customer_service",10,74000,"2013-01-22",NA
"12072",360697,1,"engineer",3,70000,"2013-08-19",NA
"12073",719782,6,"customer_service",14,64000,"2015-05-11",NA
"12074",600650,4,"customer_service",12,56000,"2015-05-26",NA
"12075",2035,1,"data_science",10,204000,"2011-03-07","2012-11-16"
"12076",662844,1,"customer_service",22,118000,"2011-05-09","2013-04-26"
"12077",740423,8,"data_science",9,148000,"2015-01-13",NA
"12078",257241,2,"engineer",8,224000,"2015-05-13",NA
"12079",833883,2,"engineer",26,312000,"2013-12-23",NA
"12080",370987,9,"engineer",19,233000,"2013-04-29","2014-06-27"
"12081",232665,4,"data_science",22,186000,"2015-06-01",NA
"12082",701452,8,"marketing",20,166000,"2014-10-13",NA
"12083",323307,7,"customer_service",5,68000,"2011-05-31","2012-04-27"
"12084",247151,6,"customer_service",19,94000,"2014-06-02","2015-05-15"
"12085",103456,1,"engineer",2,76000,"2011-09-19","2012-10-12"
"12086",121114,4,"customer_service",4,22000,"2011-03-07","2015-05-29"
"12087",462073,1,"marketing",12,129000,"2011-08-01","2012-06-29"
"12088",291079,1,"sales",18,221000,"2015-07-20",NA
"12089",495344,10,"customer_service",3,23000,"2011-08-04","2015-11-06"
"12090",286500,5,"data_science",24,265000,"2012-04-02","2014-03-14"
"12091",875178,7,"design",18,153000,"2013-09-03",NA
"12092",922980,6,"customer_service",28,105000,"2013-12-02","2014-10-16"
"12093",704769,3,"customer_service",17,88000,"2014-02-10",NA
"12094",118589,2,"engineer",3,81000,"2012-07-09","2013-07-12"
"12095",287314,4,"engineer",18,232000,"2011-11-07","2014-07-25"
"12096",736524,1,"data_science",3,77000,"2015-02-03",NA
"12097",363413,2,"customer_service",8,84000,"2012-06-18","2013-06-21"
"12098",803230,6,"customer_service",25,106000,"2011-01-24","2012-01-27"
"12099",406242,1,"data_science",5,186000,"2013-07-08",NA
"12100",558053,1,"design",18,209000,"2014-01-23","2015-01-23"
"12101",372329,2,"customer_service",21,116000,"2015-02-23",NA
"12102",186557,10,"customer_service",19,97000,"2013-05-22",NA
"12103",675250,4,"marketing",15,164000,"2015-11-04",NA
"12104",15808,10,"engineer",17,273000,"2015-01-20",NA
"12105",800053,4,"engineer",21,209000,"2013-09-16","2014-10-10"
"12106",813999,2,"engineer",23,324000,"2014-02-24","2015-11-06"
"12107",615698,1,"customer_service",1,35000,"2014-06-02",NA
"12108",369225,1,"customer_service",23,115000,"2015-10-12",NA
"12109",306824,3,"customer_service",9,69000,"2015-09-29",NA
"12110",685318,8,"marketing",21,146000,"2014-07-02",NA
"12111",900396,1,"marketing",23,209000,"2013-06-12","2014-04-04"
"12112",906945,3,"marketing",14,109000,"2012-12-24",NA
"12113",598653,1,"marketing",8,119000,"2013-12-23",NA
"12114",258205,3,"sales",3,40000,"2013-10-07","2014-10-10"
"12115",405184,1,"customer_service",28,115000,"2012-09-04",NA
"12116",696736,1,"engineer",26,234000,"2014-01-06",NA
"12117",934119,9,"marketing",24,170000,"2015-09-22",NA
"12118",670218,4,"customer_service",9,62000,"2014-08-25",NA
"12119",869104,10,"engineer",22,296000,"2015-07-13",NA
"12120",366388,2,"data_science",24,313000,"2014-12-22",NA
"12121",722786,4,"data_science",4,56000,"2014-02-18","2015-03-06"
"12122",590864,1,"customer_service",17,117000,"2011-10-31","2013-11-22"
"12123",606963,4,"sales",23,156000,"2011-05-16","2012-05-03"
"12124",902572,9,"customer_service",6,54000,"2014-01-21",NA
"12125",302001,2,"customer_service",18,113000,"2015-05-18",NA
"12126",679407,1,"data_science",7,158000,"2012-01-23","2014-08-29"
"12127",170242,1,"marketing",18,186000,"2014-09-02","2015-09-25"
"12128",381456,2,"marketing",10,149000,"2015-02-17",NA
"12129",640596,4,"sales",8,118000,"2011-01-26","2012-02-24"
"12130",665216,2,"data_science",16,351000,"2013-02-25",NA
"12131",320410,1,"customer_service",5,66000,"2011-05-23","2013-08-16"
"12132",194622,9,"data_science",11,135000,"2011-03-28","2013-01-25"
"12133",549442,5,"sales",20,153000,"2012-09-24","2014-06-20"
"12134",255565,2,"marketing",11,114000,"2015-01-12",NA
"12135",996491,9,"customer_service",13,60000,"2015-10-12",NA
"12136",999232,4,"engineer",1,64000,"2012-10-22","2015-09-11"
"12137",216132,5,"customer_service",5,56000,"2014-05-12",NA
"12138",105200,3,"customer_service",1,26000,"2011-09-19","2013-10-11"
"12139",93305,6,"customer_service",23,103000,"2015-11-23",NA
"12140",582265,1,"customer_service",13,75000,"2014-01-27",NA
"12141",762419,3,"customer_service",7,58000,"2013-01-22","2014-11-28"
"12142",10278,9,"sales",17,152000,"2013-09-03","2015-09-25"
"12143",749296,4,"marketing",27,173000,"2015-05-18",NA
"12144",844571,7,"customer_service",11,68000,"2014-07-07",NA
"12145",688365,5,"customer_service",8,56000,"2011-08-22","2013-08-30"
"12146",156763,6,"data_science",7,176000,"2015-02-23",NA
"12147",545218,1,"customer_service",18,113000,"2015-09-28",NA
"12148",482040,3,"marketing",21,146000,"2011-04-11","2012-11-09"
"12149",101080,8,"customer_service",2,26000,"2015-06-08",NA
"12150",590663,1,"engineer",16,284000,"2011-11-07","2013-11-29"
"12151",381908,5,"sales",2,34000,"2015-05-26",NA
"12152",725237,1,"customer_service",2,29000,"2012-03-12","2013-04-01"
"12153",775169,1,"engineer",16,296000,"2011-10-31","2014-05-02"
"12154",913837,8,"engineer",10,157000,"2015-11-09",NA
"12155",737631,6,"sales",8,94000,"2013-02-25",NA
"12156",502830,1,"engineer",17,303000,"2014-05-19",NA
"12157",886282,2,"data_science",8,199000,"2014-07-07","2015-10-09"
"12158",424471,10,"customer_service",7,59000,"2012-08-06",NA
"12159",317018,1,"engineer",11,194000,"2014-05-14",NA
"12160",314559,5,"data_science",13,143000,"2013-02-19","2014-10-03"
"12161",970636,1,"engineer",14,170000,"2015-11-16",NA
"12162",530921,10,"engineer",20,254000,"2014-06-02",NA
"12163",897149,3,"customer_service",13,62000,"2012-01-03","2012-11-02"
"12164",538217,1,"engineer",17,275000,"2014-08-04","2015-08-14"
"12165",807108,2,"sales",10,112000,"2014-08-18","2015-08-07"
"12166",748419,8,"data_science",17,253000,"2014-09-22",NA
"12167",337968,6,"engineer",3,57000,"2011-09-06","2014-10-24"
"12168",657643,1,"customer_service",21,110000,"2012-07-30","2013-08-16"
"12169",285243,1,"customer_service",22,114000,"2011-12-12",NA
"12170",611352,3,"design",17,160000,"2012-02-08","2015-08-28"
"12171",279685,5,"marketing",4,46000,"2014-03-17",NA
"12172",253306,1,"engineer",5,221000,"2014-03-04","2015-02-13"
"12173",826243,2,"customer_service",16,133000,"2015-04-13",NA
"12174",922208,2,"customer_service",22,127000,"2013-03-11","2015-03-20"
"12175",696439,1,"design",12,133000,"2014-10-06","2015-10-09"
"12176",985366,10,"customer_service",1,20000,"2011-05-16","2012-06-01"
"12177",891895,1,"engineer",13,203000,"2013-01-10","2014-01-24"
"12178",688970,1,"sales",21,204000,"2015-03-02",NA
"12179",340882,1,"engineer",27,310000,"2013-04-01","2014-04-21"
"12180",831600,2,"data_science",5,167000,"2013-01-22",NA
"12181",528369,3,"customer_service",8,62000,"2015-10-26",NA
"12182",876443,5,"customer_service",1,25000,"2013-11-11",NA
"12183",572887,5,"engineer",18,227000,"2011-08-01","2015-05-22"
"12184",517802,2,"marketing",11,124000,"2013-08-19",NA
"12185",592606,1,"customer_service",20,122000,"2014-05-12",NA
"12186",302320,1,"data_science",22,316000,"2015-11-02",NA
"12187",461587,7,"sales",11,108000,"2012-07-10","2013-07-12"
"12188",490201,6,"customer_service",12,70000,"2015-02-09",NA
"12189",368517,1,"customer_service",26,116000,"2015-09-21",NA
"12190",985111,6,"customer_service",8,64000,"2013-06-24",NA
"12191",648890,1,"marketing",27,193000,"2013-10-28","2014-09-05"
"12192",506386,5,"customer_service",7,70000,"2015-08-10",NA
"12193",646998,2,"customer_service",12,72000,"2012-08-09","2013-10-25"
"12194",851197,1,"design",9,143000,"2012-09-10",NA
"12195",526817,1,"marketing",12,129000,"2012-03-14","2015-11-13"
"12196",466433,7,"marketing",2,40000,"2013-06-03",NA
"12197",426040,1,"marketing",5,142000,"2014-09-08","2015-09-04"
"12198",93076,9,"design",5,107000,"2011-09-06","2013-06-07"
"12199",298208,1,"data_science",19,287000,"2015-09-14",NA
"12200",793170,3,"engineer",22,266000,"2015-10-05",NA
"12201",10459,4,"engineer",6,174000,"2011-12-27","2012-12-07"
"12202",548863,1,"design",19,167000,"2011-12-12","2013-11-15"
"12203",688855,1,"data_science",7,190000,"2014-05-12","2015-04-06"
"12204",62451,3,"customer_service",18,84000,"2012-08-06","2014-08-29"
"12205",244460,1,"customer_service",4,32000,"2012-05-21",NA
"12206",172075,5,"customer_service",13,63000,"2013-01-14","2014-03-28"
"12207",771568,2,"customer_service",9,72000,"2014-12-15",NA
"12208",497785,2,"data_science",10,208000,"2015-04-06",NA
"12209",21014,3,"customer_service",29,93000,"2015-01-12",NA
"12210",70007,5,"marketing",4,47000,"2011-01-31","2012-01-27"
"12211",936651,5,"marketing",22,173000,"2015-10-05",NA
"12212",833711,8,"engineer",10,163000,"2013-07-08","2015-09-25"
"12213",184007,2,"engineer",21,327000,"2012-09-24",NA
"12214",993062,1,"engineer",14,148000,"2014-12-29",NA
"12215",724758,1,"marketing",8,132000,"2011-07-25","2012-08-31"
"12216",127938,2,"marketing",9,130000,"2012-01-17","2013-02-01"
"12217",66414,6,"customer_service",6,63000,"2015-06-08",NA
"12218",513349,2,"customer_service",11,93000,"2013-10-21","2014-12-12"
"12219",796525,1,"customer_service",6,68000,"2012-02-13","2012-11-09"
"12220",104266,7,"customer_service",24,88000,"2015-06-22",NA
"12221",439392,3,"data_science",7,149000,"2013-09-16","2014-10-10"
"12222",926929,3,"customer_service",9,71000,"2015-05-04",NA
"12223",832168,8,"customer_service",5,51000,"2015-05-18",NA
"12224",815397,3,"sales",10,99000,"2013-11-19","2015-06-19"
"12225",92554,10,"marketing",10,137000,"2011-07-18","2013-02-15"
"12226",374868,4,"marketing",11,102000,"2011-04-11","2013-11-22"
"12227",412301,5,"engineer",5,121000,"2015-05-26",NA
"12228",997446,6,"design",8,104000,"2014-05-05","2015-07-06"
"12229",739492,1,"customer_service",26,1e+05,"2012-07-02","2014-05-30"
"12230",258136,7,"data_science",23,272000,"2014-03-11",NA
"12231",705024,9,"engineer",28,214000,"2014-07-23","2015-07-06"
"12232",167334,9,"customer_service",21,99000,"2011-02-07","2012-01-27"
"12233",643296,8,"marketing",11,65000,"2012-12-17",NA
"12234",339111,3,"engineer",19,258000,"2012-10-22","2013-11-08"
"12235",385446,2,"design",14,133000,"2011-02-28","2012-06-08"
"12236",645234,3,"customer_service",27,95000,"2015-07-13",NA
"12237",765417,1,"customer_service",18,114000,"2011-07-11","2013-08-09"
"12238",723796,5,"customer_service",21,96000,"2013-10-21",NA
"12239",516044,2,"sales",22,217000,"2011-02-07","2012-02-07"
"12240",125214,3,"engineer",24,235000,"2014-12-01",NA
"12241",255386,7,"design",26,184000,"2011-12-12","2012-12-07"
"12242",341094,1,"engineer",20,315000,"2015-07-01",NA
"12243",457229,6,"design",13,95000,"2012-05-29","2013-06-28"
"12244",983662,4,"customer_service",24,97000,"2011-05-23","2013-01-09"
"12245",211512,1,"customer_service",12,97000,"2011-07-05","2012-07-20"
"12246",440554,8,"customer_service",4,23000,"2015-08-10",NA
"12247",388487,1,"sales",12,142000,"2014-12-11",NA
"12248",652902,1,"customer_service",2,30000,"2011-07-25","2014-06-20"
"12249",977485,1,"data_science",2,81000,"2013-03-25","2014-04-25"
"12250",108290,6,"customer_service",2,26000,"2015-03-23",NA
"12251",199447,1,"design",24,203000,"2014-12-01","2015-11-17"
"12252",18774,2,"data_science",7,170000,"2012-02-13","2013-02-08"
"12253",205009,4,"engineer",20,263000,"2014-09-15",NA
"12254",845125,1,"customer_service",26,123000,"2015-09-15",NA
"12255",643394,5,"sales",16,170000,"2015-05-04",NA
"12256",848541,1,"sales",23,238000,"2011-11-14","2012-10-19"
"12257",841643,2,"customer_service",3,30000,"2013-11-18",NA
"12258",569844,4,"design",2,35000,"2015-03-23",NA
"12259",349956,1,"sales",1,47000,"2012-05-29","2013-04-19"
"12260",410854,1,"customer_service",22,120000,"2011-09-26","2013-06-14"
"12261",747780,1,"engineer",7,185000,"2011-10-03","2012-11-02"
"12262",89689,2,"customer_service",5,80000,"2014-03-24",NA
"12263",254864,2,"customer_service",2,29000,"2015-05-18",NA
"12264",558925,4,"customer_service",4,24000,"2013-12-23",NA
"12265",299421,7,"customer_service",6,58000,"2013-11-26","2014-08-29"
"12266",494757,3,"sales",19,157000,"2013-02-25","2015-02-06"
"12267",987367,1,"data_science",12,246000,"2014-01-06",NA
"12268",541716,6,"customer_service",8,66000,"2014-09-10",NA
"12269",903263,3,"data_science",7,138000,"2013-04-15","2015-02-20"
"12270",24100,9,"engineer",1,49000,"2013-11-18",NA
"12271",167869,10,"data_science",15,226000,"2014-08-19",NA
"12272",344419,1,"customer_service",19,144000,"2015-01-20",NA
"12273",259009,7,"data_science",2,60000,"2012-04-30","2014-08-08"
"12274",670114,5,"marketing",9,103000,"2013-10-16",NA
"12275",896535,1,"sales",19,184000,"2015-10-19",NA
"12276",175648,2,"customer_service",8,64000,"2012-08-06","2013-09-13"
"12277",750378,2,"data_science",20,320000,"2012-04-30",NA
"12278",640345,1,"engineer",27,3e+05,"2013-01-14",NA
"12279",994913,4,"design",4,38000,"2013-04-01",NA
"12280",948351,1,"customer_service",7,86000,"2012-11-19","2015-09-18"
"12281",640904,1,"customer_service",3,30000,"2012-02-13","2014-01-03"
"12282",186257,7,"engineer",17,250000,"2013-12-23","2015-12-03"
"12283",962582,1,"customer_service",22,123000,"2014-01-21","2015-09-11"
"12284",774445,1,"data_science",11,186000,"2012-10-08","2014-12-05"
"12285",461610,6,"sales",24,153000,"2013-09-16","2014-10-24"
"12286",667839,1,"sales",23,214000,"2014-09-22",NA
"12287",668790,3,"customer_service",16,88000,"2011-02-22","2014-01-24"
"12288",73364,2,"customer_service",7,77000,"2011-02-14","2012-12-21"
"12289",951168,6,"customer_service",9,68000,"2015-02-02",NA
"12290",142903,1,"customer_service",28,128000,"2013-03-19","2015-07-17"
"12291",605478,1,"engineer",2,68000,"2012-03-19","2015-02-05"
"12292",690485,3,"engineer",18,252000,"2011-08-17","2013-05-17"
"12293",543480,7,"data_science",9,149000,"2011-05-24","2012-06-01"
"12294",865485,4,"engineer",6,166000,"2011-04-11","2012-03-16"
"12295",818850,2,"sales",6,116000,"2013-07-08","2015-06-19"
"12296",270470,1,"marketing",17,196000,"2014-04-14","2015-05-15"
"12297",3715,2,"customer_service",28,118000,"2013-07-29","2014-07-18"
"12298",467463,6,"data_science",28,229000,"2012-10-31","2015-06-12"
"12299",771600,6,"sales",12,89000,"2011-12-27","2013-11-01"
"12300",170985,5,"sales",16,154000,"2013-10-07","2014-10-03"
"12301",922258,1,"marketing",11,111000,"2013-01-22",NA
"12302",873011,3,"design",29,139000,"2014-04-14",NA
"12303",348946,5,"engineer",8,157000,"2011-12-05","2012-12-14"
"12304",393277,4,"sales",20,164000,"2011-12-12","2014-04-11"
